Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
flavor,OpenAIRE,flavor,OpenAlex,1.0,17,21,12,0.4615384615384615
hue,OpenAIRE,hue,OpenAlex,1.0,90,116,83,0.6747967479674797
microwave,OpenAIRE,microwave,OpenAlex,1.0,46,83,40,0.449438202247191
water content,OpenAIRE,water content,OpenAlex,1.0,42,43,25,0.4166666666666667
social class,OpenAIRE,social class,OpenAlex,1.0,214,146,108,0.4285714285714285
group decision-making,OpenAIRE,group decision-making,OpenAlex,1.0,164,160,103,0.4660633484162896
square lattice,OpenAIRE,square lattice,OpenAlex,1.0,9,9,7,0.6363636363636364
percolation threshold,OpenAIRE,percolation threshold,OpenAlex,1.0,11,12,9,0.6428571428571429
ising model,OpenAIRE,ising model,OpenAlex,1.0,44,71,38,0.4935064935064935
autocorrelation,OpenAIRE,autocorrelation,OpenAlex,1.0,190,179,122,0.4939271255060729
hurst exponent,OpenAIRE,hurst exponent,OpenAlex,1.0,14,18,13,0.6842105263157895
tabu search,OpenAIRE,tabu search,OpenAlex,1.0,83,78,58,0.5631067961165048
ant colony optimization algorithms,OpenAIRE,ant colony optimization algorithms,OpenAlex,1.0,116,132,95,0.6209150326797386
land use land-use change and forestry,OpenAIRE,land use land-use change and forestry,OpenAlex,1.0,16,15,9,0.4090909090909091
postmodernism,OpenAIRE,postmodernism,OpenAlex,1.0,17,24,12,0.4137931034482758
vital signs,OpenAIRE,vital signs,OpenAlex,1.0,11,8,7,0.5833333333333334
interactor,OpenAIRE,interactor,OpenAlex,1.0,9,6,5,0.5
particle filter,OpenAIRE,particle filter,OpenAlex,1.0,172,150,115,0.5555555555555556
invariant extended kalman filter,OpenAIRE,invariant extended kalman filter,OpenAlex,1.0,107,91,59,0.4244604316546763
ensemble kalman filter,OpenAIRE,ensemble kalman filter,OpenAlex,1.0,102,120,71,0.4701986754966887
backstepping,OpenAIRE,backstepping,OpenAlex,1.0,193,201,173,0.7828054298642534
toolbox,OpenAIRE,toolbox,OpenAlex,1.0,85,167,79,0.4566473988439306
fourier transform on finite groups,OpenAIRE,fourier transform on finite groups,OpenAlex,1.0,8,6,5,0.5555555555555556
change detection,OpenAIRE,change detection,OpenAlex,1.0,181,148,107,0.481981981981982
dither,OpenAIRE,dither,OpenAlex,1.0,15,18,11,0.5
pulse-width modulation,OpenAIRE,pulse-width modulation,OpenAlex,1.0,134,129,94,0.5562130177514792
converters,OpenAIRE,converters,OpenAlex,1.0,137,189,118,0.5673076923076923
random walk,OpenAIRE,random walk,OpenAlex,1.0,109,100,64,0.4413793103448276
web of things,OpenAIRE,web of things,OpenAlex,1.0,15,9,7,0.4117647058823529
macaque,OpenAIRE,macaque,OpenAlex,1.0,77,102,68,0.6126126126126126
superior temporal sulcus,OpenAIRE,superior temporal sulcus,OpenAlex,1.0,44,53,29,0.4264705882352941
latin americans,OpenAIRE,latin americans,OpenAlex,1.0,36,46,25,0.4385964912280701
dynamical friction,OpenAIRE,dynamical friction,OpenAlex,1.0,9,9,8,0.8
flipped classroom,OpenAIRE,flipped classroom,OpenAlex,1.0,40,42,38,0.8636363636363636
bigram,OpenAIRE,bigram,OpenAlex,1.0,29,33,25,0.6756756756756757
pandemic,OpenAIRE,pandemic,OpenAlex,1.0,107,137,94,0.6266666666666667
latent dirichlet allocation,OpenAIRE,latent dirichlet allocation,OpenAlex,1.0,93,112,75,0.5769230769230769
metadata,OpenAIRE,metadata,OpenAlex,1.0,91,106,67,0.5153846153846153
coronavirus disease (covid-),OpenAIRE,coronavirus disease (covid-),OpenAlex,1.0,145,260,126,0.4516129032258064
soft set,OpenAIRE,soft set,OpenAlex,1.0,32,38,28,0.6666666666666666
canny edge detector,OpenAIRE,canny edge detector,OpenAlex,1.0,34,31,22,0.5116279069767442
cyclostationary process,OpenAIRE,cyclostationary process,OpenAlex,1.0,21,22,20,0.8695652173913043
observable,OpenAIRE,observable,OpenAlex,1.0,115,136,80,0.4678362573099415
lyapunov exponent,OpenAIRE,lyapunov exponent,OpenAlex,1.0,174,198,130,0.5371900826446281
infimum and supremum,OpenAIRE,infimum and supremum,OpenAlex,1.0,9,10,6,0.4615384615384615
fractal,OpenAIRE,fractal,OpenAlex,1.0,174,257,144,0.5017421602787456
genetic association,OpenAIRE,genetic association,OpenAlex,1.0,39,43,26,0.4642857142857143
internationalization,OpenAIRE,internationalization,OpenAlex,1.0,47,50,42,0.7636363636363637
histogram matching,OpenAIRE,histogram matching,OpenAlex,1.0,60,80,51,0.5730337078651685
cartesian coordinate system,OpenAIRE,cartesian coordinate system,OpenAlex,1.0,67,79,45,0.4455445544554455
balanced histogram thresholding,OpenAIRE,balanced histogram thresholding,OpenAlex,1.0,61,60,47,0.6351351351351351
image histogram,OpenAIRE,image histogram,OpenAlex,1.0,49,37,26,0.4333333333333333
sharing economy,OpenAIRE,sharing economy,OpenAlex,1.0,16,15,13,0.7222222222222222
motion blur,OpenAIRE,motion blur,OpenAlex,1.0,30,38,20,0.4166666666666667
closeness,OpenAIRE,closeness,OpenAlex,1.0,50,84,42,0.4565217391304347
race (biology),OpenAIRE,race (biology),OpenAlex,1.0,144,229,114,0.4401544401544401
monotone polygon,OpenAIRE,monotone polygon,OpenAlex,1.0,58,79,44,0.4731182795698925
constraint satisfaction problem,OpenAIRE,constraint satisfaction problem,OpenAlex,1.0,57,77,41,0.4408602150537634
sputtering,OpenAIRE,sputtering,OpenAlex,1.0,13,13,10,0.625
strategic information system,OpenAIRE,strategic information system,OpenAlex,1.0,39,26,20,0.4444444444444444
athletes,OpenAIRE,athletes,OpenAlex,1.0,42,68,34,0.4473684210526316
magnetoencephalography,OpenAIRE,magnetoencephalography,OpenAlex,1.0,148,118,96,0.5647058823529412
hvac,OpenAIRE,hvac,OpenAlex,1.0,52,51,47,0.8392857142857143
energy consumption,OpenAIRE,energy consumption,OpenAlex,1.0,245,242,163,0.5030864197530864
filter bank,OpenAIRE,filter bank,OpenAlex,1.0,102,89,58,0.4360902255639097
electroactive polymers,OpenAIRE,electroactive polymers,OpenAlex,1.0,14,17,10,0.4761904761904761
adaptive neuro fuzzy inference system,OpenAIRE,adaptive neuro fuzzy inference system,OpenAlex,1.0,214,167,118,0.4486692015209125
national innovation system,OpenAIRE,national innovation system,OpenAlex,1.0,9,6,6,0.6666666666666666
demosaicing,OpenAIRE,demosaicing,OpenAlex,1.0,36,31,25,0.5952380952380952
color filter array,OpenAIRE,color filter array,OpenAlex,1.0,25,21,14,0.4375
bayer filter,OpenAIRE,bayer filter,OpenAlex,1.0,10,8,6,0.5
color balance,OpenAIRE,color balance,OpenAlex,1.0,69,53,38,0.4523809523809524
stack (abstract data type),OpenAIRE,stack (abstract data type),OpenAlex,1.0,19,28,14,0.4242424242424242
resistive touchscreen,OpenAIRE,resistive touchscreen,OpenAlex,1.0,24,41,19,0.4130434782608695
piezoelectricity,OpenAIRE,piezoelectricity,OpenAlex,1.0,65,89,50,0.4807692307692308
transcranial direct-current stimulation,OpenAIRE,transcranial direct-current stimulation,OpenAlex,1.0,6,7,5,0.625
borderline personality disorder,OpenAIRE,borderline personality disorder,OpenAlex,1.0,9,9,6,0.5
eating disorders,OpenAIRE,eating disorders,OpenAlex,1.0,30,29,17,0.4047619047619047
pointwise,OpenAIRE,pointwise,OpenAlex,1.0,35,53,30,0.5172413793103449
debugging,OpenAIRE,debugging,OpenAlex,1.0,65,80,49,0.5104166666666666
reproducing kernel hilbert space,OpenAIRE,reproducing kernel hilbert space,OpenAlex,1.0,38,49,27,0.45
new public management,OpenAIRE,new public management,OpenAlex,1.0,10,10,6,0.4285714285714285
linear discriminant analysis,OpenAIRE,linear discriminant analysis,OpenAlex,1.0,552,561,397,0.5544692737430168
euclidean distance,OpenAIRE,euclidean distance,OpenAlex,1.0,147,174,95,0.4203539823008849
discretion,OpenAIRE,discretion,OpenAlex,1.0,20,23,14,0.4827586206896552
photomultiplier,OpenAIRE,photomultiplier,OpenAlex,1.0,14,9,9,0.6428571428571429
scintillator,OpenAIRE,scintillator,OpenAlex,1.0,14,19,11,0.5
sagittal plane,OpenAIRE,sagittal plane,OpenAlex,1.0,35,49,29,0.5272727272727272
trunk,OpenAIRE,trunk,OpenAlex,1.0,29,37,24,0.5714285714285714
range of motion,OpenAIRE,range of motion,OpenAlex,1.0,46,41,29,0.5
forest inventory,OpenAIRE,forest inventory,OpenAlex,1.0,20,23,13,0.4333333333333333
software portability,OpenAIRE,software portability,OpenAlex,1.0,29,44,22,0.4313725490196078
solver,OpenAIRE,solver,OpenAlex,1.0,84,127,67,0.4652777777777778
compiler,OpenAIRE,compiler,OpenAlex,1.0,61,98,46,0.4070796460176991
differential privacy,OpenAIRE,differential privacy,OpenAlex,1.0,39,43,30,0.5769230769230769
minimax,OpenAIRE,minimax,OpenAlex,1.0,84,97,62,0.5210084033613446
expatriate,OpenAIRE,expatriate,OpenAlex,1.0,18,16,15,0.7894736842105263
multinational corporation,OpenAIRE,multinational corporation,OpenAlex,1.0,81,96,70,0.6542056074766355
fluency,OpenAIRE,fluency,OpenAlex,1.0,68,86,61,0.6559139784946236
international business,OpenAIRE,international business,OpenAlex,1.0,80,72,52,0.52
opsin,OpenAIRE,opsin,OpenAlex,1.0,8,8,6,0.6
phyletic gradualism,OpenAIRE,phyletic gradualism,OpenAlex,1.0,9,8,6,0.5454545454545454
trichromacy,OpenAIRE,trichromacy,OpenAlex,1.0,26,30,20,0.5555555555555556
color vision,OpenAIRE,color vision,OpenAlex,1.0,201,178,117,0.4465648854961832
missing data,OpenAIRE,missing data,OpenAlex,1.0,249,198,138,0.4466019417475728
imputation (statistics),OpenAIRE,imputation (statistics),OpenAlex,1.0,58,69,49,0.6282051282051282
pickup,OpenAIRE,pickup,OpenAlex,1.0,30,54,27,0.4736842105263157
vehicle routing problem,OpenAIRE,vehicle routing problem,OpenAlex,1.0,108,130,97,0.6879432624113475
stall (fluid mechanics),OpenAIRE,stall (fluid mechanics),OpenAlex,1.0,23,23,18,0.6428571428571429
civil society,OpenAIRE,civil society,OpenAlex,1.0,25,19,17,0.6296296296296297
global governance,OpenAIRE,global governance,OpenAlex,1.0,8,8,5,0.4545454545454545
contourlet,OpenAIRE,contourlet,OpenAlex,1.0,21,17,15,0.6521739130434783
curvelet,OpenAIRE,curvelet,OpenAlex,1.0,34,36,26,0.5909090909090909
stationary wavelet transform,OpenAIRE,stationary wavelet transform,OpenAlex,1.0,147,99,74,0.4302325581395348
pesq,OpenAIRE,pesq,OpenAlex,1.0,6,6,5,0.7142857142857143
monaural,OpenAIRE,monaural,OpenAlex,1.0,20,24,19,0.76
speech enhancement,OpenAIRE,speech enhancement,OpenAlex,1.0,92,84,67,0.6146788990825688
stylized fact,OpenAIRE,stylized fact,OpenAlex,1.0,41,52,33,0.55
saccade,OpenAIRE,saccade,OpenAlex,1.0,111,121,87,0.6
gaze,OpenAIRE,gaze,OpenAlex,1.0,244,305,215,0.6437125748502994
eccentricity (behavior),OpenAIRE,eccentricity (behavior),OpenAlex,1.0,32,52,28,0.5
avatar,OpenAIRE,avatar,OpenAlex,1.0,18,28,14,0.4375
illusion,OpenAIRE,illusion,OpenAlex,1.0,109,136,96,0.6442953020134228
racism,OpenAIRE,racism,OpenAlex,1.0,77,61,40,0.4081632653061224
preparedness,OpenAIRE,preparedness,OpenAlex,1.0,24,28,18,0.5294117647058824
humanitarian logistics,OpenAIRE,humanitarian logistics,OpenAlex,1.0,17,12,9,0.45
optical coherence tomography,OpenAIRE,optical coherence tomography,OpenAlex,1.0,76,88,70,0.7446808510638298
interferometry,OpenAIRE,interferometry,OpenAlex,1.0,122,138,89,0.52046783625731
signal peptide,OpenAIRE,signal peptide,OpenAlex,1.0,20,18,14,0.5833333333333334
membrane protein,OpenAIRE,membrane protein,OpenAlex,1.0,34,31,20,0.4444444444444444
novelty,OpenAIRE,novelty,OpenAlex,1.0,159,235,137,0.5330739299610895
hierarchical clustering,OpenAIRE,hierarchical clustering,OpenAlex,1.0,223,192,122,0.4163822525597269
binocular rivalry,OpenAIRE,binocular rivalry,OpenAlex,1.0,27,30,24,0.7272727272727273
rivalry,OpenAIRE,rivalry,OpenAlex,1.0,25,28,22,0.7096774193548387
consciousness,OpenAIRE,consciousness,OpenAlex,1.0,156,137,88,0.4292682926829268
contact hypothesis,OpenAIRE,contact hypothesis,OpenAlex,1.0,10,7,5,0.4166666666666667
stride,OpenAIRE,stride,OpenAlex,1.0,23,32,21,0.6176470588235294
gait,OpenAIRE,gait,OpenAlex,1.0,217,255,151,0.470404984423676
gyroscope,OpenAIRE,gyroscope,OpenAlex,1.0,61,75,51,0.6
gait analysis,OpenAIRE,gait analysis,OpenAlex,1.0,92,88,56,0.4516129032258064
treadmill,OpenAIRE,treadmill,OpenAlex,1.0,26,27,20,0.6060606060606061
terminology,OpenAIRE,terminology,OpenAlex,1.0,218,264,173,0.5598705501618123
shape-memory polymer,OpenAIRE,shape-memory polymer,OpenAlex,1.0,13,9,8,0.5714285714285714
soft matter,OpenAIRE,soft matter,OpenAlex,1.0,10,17,8,0.4210526315789473
shrinkage,OpenAIRE,shrinkage,OpenAlex,1.0,45,48,27,0.4090909090909091
fault detection and isolation,OpenAIRE,fault detection and isolation,OpenAlex,1.0,328,339,242,0.5694117647058824
botnet,OpenAIRE,botnet,OpenAlex,1.0,19,20,17,0.7727272727272727
compliance (psychology),OpenAIRE,compliance (psychology),OpenAlex,1.0,44,56,29,0.4084507042253521
haze,OpenAIRE,haze,OpenAlex,1.0,19,23,17,0.68
luminance,OpenAIRE,luminance,OpenAlex,1.0,178,208,135,0.5378486055776892
chromaticity,OpenAIRE,chromaticity,OpenAlex,1.0,35,41,24,0.4615384615384615
propagule,OpenAIRE,propagule,OpenAlex,1.0,8,9,8,0.8888888888888888
screw theory,OpenAIRE,screw theory,OpenAlex,1.0,10,16,8,0.4444444444444444
augmented reality,OpenAIRE,augmented reality,OpenAlex,1.0,170,146,110,0.5339805825242718
heartbeat,OpenAIRE,heartbeat,OpenAlex,1.0,33,38,31,0.775
sadness,OpenAIRE,sadness,OpenAlex,1.0,48,45,35,0.603448275862069
disgust,OpenAIRE,disgust,OpenAlex,1.0,24,30,22,0.6875
anger,OpenAIRE,anger,OpenAlex,1.0,87,112,59,0.4214285714285714
happiness,OpenAIRE,happiness,OpenAlex,1.0,83,70,48,0.4571428571428571
conduct disorder,OpenAIRE,conduct disorder,OpenAlex,1.0,16,14,9,0.4285714285714285
random tree,OpenAIRE,random tree,OpenAlex,1.0,17,17,10,0.4166666666666667
motion planning,OpenAIRE,motion planning,OpenAlex,1.0,408,343,252,0.5050100200400801
anxiety,OpenAIRE,anxiety,OpenAlex,1.0,278,334,216,0.5454545454545454
vendor,OpenAIRE,vendor,OpenAlex,1.0,41,63,37,0.5522388059701493
telecommunications link,OpenAIRE,telecommunications link,OpenAlex,1.0,39,55,33,0.5409836065573771
base station,OpenAIRE,base station,OpenAlex,1.0,60,80,52,0.5909090909090909
synesthesia,OpenAIRE,synesthesia,OpenAlex,1.0,8,6,6,0.75
ambiguity,OpenAIRE,ambiguity,OpenAlex,1.0,252,361,197,0.4735576923076923
pulsar,OpenAIRE,pulsar,OpenAlex,1.0,15,12,11,0.6875
radio telescope,OpenAIRE,radio telescope,OpenAlex,1.0,7,7,5,0.5555555555555556
data assimilation,OpenAIRE,data assimilation,OpenAlex,1.0,76,84,64,0.6666666666666666
german,OpenAIRE,german,OpenAlex,1.0,102,152,76,0.4269662921348314
electre,OpenAIRE,electre,OpenAlex,1.0,24,25,20,0.6896551724137931
social movement,OpenAIRE,social movement,OpenAlex,1.0,45,36,24,0.4210526315789473
microchannel,OpenAIRE,microchannel,OpenAlex,1.0,11,6,6,0.5454545454545454
digital native,OpenAIRE,digital native,OpenAlex,1.0,6,6,5,0.7142857142857143
laplace transform,OpenAIRE,laplace transform,OpenAlex,1.0,37,46,25,0.4310344827586206
multifractal system,OpenAIRE,multifractal system,OpenAlex,1.0,42,47,34,0.6181818181818182
detrended fluctuation analysis,OpenAIRE,detrended fluctuation analysis,OpenAlex,1.0,22,29,21,0.7
blame,OpenAIRE,blame,OpenAlex,1.0,26,26,21,0.6774193548387096
grayscale,OpenAIRE,grayscale,OpenAlex,1.0,133,109,70,0.4069767441860465
dimensional regularization,OpenAIRE,dimensional regularization,OpenAlex,1.0,22,28,17,0.5151515151515151
light curve,OpenAIRE,light curve,OpenAlex,1.0,9,8,5,0.4166666666666667
cline (biology),OpenAIRE,cline (biology),OpenAlex,1.0,14,15,10,0.5263157894736842
positivism,OpenAIRE,positivism,OpenAlex,1.0,30,35,20,0.4444444444444444
divestment,OpenAIRE,divestment,OpenAlex,1.0,9,8,7,0.7
monomer,OpenAIRE,monomer,OpenAlex,1.0,15,23,11,0.4074074074074074
microporous material,OpenAIRE,microporous material,OpenAlex,1.0,9,7,6,0.6
canonical correlation,OpenAIRE,canonical correlation,OpenAlex,1.0,48,61,32,0.4155844155844156
transformative learning,OpenAIRE,transformative learning,OpenAlex,1.0,61,86,49,0.5
quantum machine learning,OpenAIRE,quantum machine learning,OpenAlex,1.0,21,19,15,0.6
quantum computer,OpenAIRE,quantum computer,OpenAlex,1.0,93,108,61,0.4357142857142857
metamaterial,OpenAIRE,metamaterial,OpenAlex,1.0,58,63,47,0.6351351351351351
holography,OpenAIRE,holography,OpenAlex,1.0,88,96,67,0.5726495726495726
quadratic programming,OpenAIRE,quadratic programming,OpenAlex,1.0,159,127,85,0.4228855721393035
constitution,OpenAIRE,constitution,OpenAlex,1.0,21,20,15,0.5769230769230769
dialog box,OpenAIRE,dialog box,OpenAlex,1.0,33,62,28,0.417910447761194
sugar,OpenAIRE,sugar,OpenAlex,1.0,8,14,7,0.4666666666666667
mass spectrometry,OpenAIRE,mass spectrometry,OpenAlex,1.0,148,150,104,0.5360824742268041
supergravity,OpenAIRE,supergravity,OpenAlex,1.0,14,13,11,0.6875
supersymmetry,OpenAIRE,supersymmetry,OpenAlex,1.0,23,38,20,0.4878048780487805
simple polygon,OpenAIRE,simple polygon,OpenAlex,1.0,7,9,6,0.6
multiplicative noise,OpenAIRE,multiplicative noise,OpenAlex,1.0,51,50,30,0.4225352112676056
friction stir welding,OpenAIRE,friction stir welding,OpenAlex,1.0,8,8,8,1.0
photopigment,OpenAIRE,photopigment,OpenAlex,1.0,13,11,10,0.7142857142857143
stewart platform,OpenAIRE,stewart platform,OpenAlex,1.0,12,17,10,0.5263157894736842
anomalous diffusion,OpenAIRE,anomalous diffusion,OpenAlex,1.0,8,9,6,0.5454545454545454
raman spectroscopy,OpenAIRE,raman spectroscopy,OpenAlex,1.0,49,76,47,0.6025641025641025
carbon nanotube,OpenAIRE,carbon nanotube,OpenAlex,1.0,38,45,36,0.7659574468085106
ultimate tensile strength,OpenAIRE,ultimate tensile strength,OpenAlex,1.0,47,68,35,0.4375
nanotube,OpenAIRE,nanotube,OpenAlex,1.0,9,12,7,0.5
shape-memory alloy,OpenAIRE,shape-memory alloy,OpenAlex,1.0,53,55,42,0.6363636363636364
sma*,OpenAIRE,sma*,OpenAlex,1.0,30,33,26,0.7027027027027027
daytime,OpenAIRE,daytime,OpenAlex,1.0,6,7,5,0.625
learning management,OpenAIRE,learning management,OpenAlex,1.0,8,6,5,0.5555555555555556
market power,OpenAIRE,market power,OpenAlex,1.0,9,10,6,0.4615384615384615
metaphor,OpenAIRE,metaphor,OpenAlex,1.0,110,142,88,0.5365853658536586
adjacency matrix,OpenAIRE,adjacency matrix,OpenAlex,1.0,36,34,24,0.5217391304347826
broadband,OpenAIRE,broadband,OpenAlex,1.0,30,51,25,0.4464285714285714
gestalt psychology,OpenAIRE,gestalt psychology,OpenAlex,1.0,44,47,32,0.5423728813559322
parvocellular cell,OpenAIRE,parvocellular cell,OpenAlex,1.0,6,9,5,0.5
disconnection,OpenAIRE,disconnection,OpenAlex,1.0,11,11,7,0.4666666666666667
synchronization of chaos,OpenAIRE,synchronization of chaos,OpenAlex,1.0,169,210,128,0.5099601593625498
outgroup,OpenAIRE,outgroup,OpenAlex,1.0,35,30,28,0.7567567567567568
cellular automaton,OpenAIRE,cellular automaton,OpenAlex,1.0,101,130,94,0.6861313868613139
stochastic cellular automaton,OpenAIRE,stochastic cellular automaton,OpenAlex,1.0,17,13,9,0.4285714285714285
continuous spatial automaton,OpenAIRE,continuous spatial automaton,OpenAlex,1.0,11,8,6,0.4615384615384615
mobile automaton,OpenAIRE,mobile automaton,OpenAlex,1.0,12,10,8,0.5714285714285714
standardization,OpenAIRE,standardization,OpenAlex,1.0,130,164,101,0.5233160621761658
restructuring,OpenAIRE,restructuring,OpenAlex,1.0,46,67,36,0.4675324675324675
product proliferation,OpenAIRE,product proliferation,OpenAlex,1.0,8,9,5,0.4166666666666667
critical race theory,OpenAIRE,critical race theory,OpenAlex,1.0,7,10,5,0.4166666666666667
carcinogenesis,OpenAIRE,carcinogenesis,OpenAlex,1.0,18,16,11,0.4782608695652174
deadlock,OpenAIRE,deadlock,OpenAlex,1.0,21,16,13,0.5416666666666666
hermitian matrix,OpenAIRE,hermitian matrix,OpenAlex,1.0,12,14,9,0.5294117647058824
qubit,OpenAIRE,qubit,OpenAlex,1.0,63,74,50,0.5747126436781609
multipartite entanglement,OpenAIRE,multipartite entanglement,OpenAlex,1.0,8,12,7,0.5384615384615384
w state,OpenAIRE,w state,OpenAlex,1.0,9,10,6,0.4615384615384615
quantifier elimination,OpenAIRE,quantifier elimination,OpenAlex,1.0,8,8,5,0.4545454545454545
posterior cingulate,OpenAIRE,posterior cingulate,OpenAlex,1.0,25,22,17,0.5666666666666667
addiction,OpenAIRE,addiction,OpenAlex,1.0,85,103,72,0.6206896551724138
visual analytics,OpenAIRE,visual analytics,OpenAlex,1.0,85,73,51,0.4766355140186916
epistasis,OpenAIRE,epistasis,OpenAlex,1.0,68,72,49,0.5384615384615384
dependency grammar,OpenAIRE,dependency grammar,OpenAlex,1.0,32,40,21,0.4117647058823529
earnings,OpenAIRE,earnings,OpenAlex,1.0,54,71,43,0.524390243902439
incentive,OpenAIRE,incentive,OpenAlex,1.0,252,333,197,0.5077319587628866
encyclopedia,OpenAIRE,encyclopedia,OpenAlex,1.0,13,12,8,0.4705882352941176
liposome,OpenAIRE,liposome,OpenAlex,1.0,7,6,5,0.625
genetic architecture,OpenAIRE,genetic architecture,OpenAlex,1.0,61,70,38,0.4086021505376344
quantitative trait locus,OpenAIRE,quantitative trait locus,OpenAlex,1.0,138,158,97,0.4874371859296482
cathode,OpenAIRE,cathode,OpenAlex,1.0,8,10,6,0.5
premotor cortex,OpenAIRE,premotor cortex,OpenAlex,1.0,78,90,59,0.5412844036697247
resonator,OpenAIRE,resonator,OpenAlex,1.0,55,80,47,0.5340909090909091
photoacoustic spectroscopy,OpenAIRE,photoacoustic spectroscopy,OpenAlex,1.0,6,10,6,0.6
